Application Number,CSI Project Tilt
PGE-CSI-06131,22
PGE-CSI-48706,28
PGE-CSI-22603,10
PGE-CSI-35259,18
PGE-CSI-06213,24
PGE-CSI-63322,18
PGE-CSI-22776,18
PGE-CSI-22836,26
PGE-CSI-22884,30
PGE-CSI-34987,19
PGE-CSI-38518,27
PGE-CSI-22907,19
PGE-CSI-23002,30
PGE-CSI-23021,22
PGE-CSI-23026,27
PGE-CSI-23105,31
PGE-CSI-23197,19
PGE-CSI-04914,15
PGE-CSI-23284,22
PGE-CSI-23292,22
PGE-CSI-46169,25
PGE-CSI-23318,26
PGE-CSI-06567,24
PGE-CSI-23429,18
PGE-CSI-06627,33
PGE-CSI-23469,30
PGE-CSI-45758,25
PGE-CSI-23577,18
PGE-CSI-31945,23
PGE-CSI-54973,22
PGE-CSI-23633,22
PGE-CSI-63733,22
PGE-CSI-35885,22
PGE-CSI-52622,23
PGE-CSI-23831,22
PGE-CSI-06821,30
PGE-CSI-55558,26
PGE-CSI-37515,26
PGE-CSI-06939,30
PGE-CSI-12922,32
PGE-CSI-24119,30
PGE-CSI-40121,21
PGE-CSI-24200,22
PGE-CSI-60755,26
PGE-CSI-24266,26
PGE-CSI-24275,34
PGE-CSI-24408,34
PGE-CSI-56120,20
PGE-CSI-66911,26
PGE-CSI-45834,26
PGE-CSI-25344,20
PGE-CSI-44049,27
PGE-CSI-30882,18
PGE-CSI-27282,22
PGE-CSI-27386,20
PGE-CSI-49686,30
PGE-CSI-41763,18
PGE-CSI-69377,26
PGE-CSI-28601,21
PGE-CSI-09456,14
PGE-CSI-68955,18
PGE-CSI-65700,22
PGE-CSI-62013,22
PGE-CSI-52905,26
PGE-CSI-58762,20
PGE-CSI-64648,22
PGE-CSI-12201,20
PGE-CSI-68498,18
PGE-CSI-64269,18
PGE-CSI-15007,18
PGE-CSI-53975,21
PGE-CSI-15076,21
PGE-CSI-16217,22
PGE-CSI-03847,13
PGE-CSI-45838,40
PGE-CSI-18652,14
PGE-CSI-48369,19
PGE-CSI-19868,20
PGE-CSI-19901,22
PGE-CSI-20059,24
PGE-CSI-20806,20
PGE-CSI-21209,14
PGE-CSI-21755,30
PGE-CSI-54682,21
PGE-CSI-23601,18
PGE-CSI-63752,18
PGE-CSI-07206,17
PGE-CSI-59558,22
PGE-CSI-39157,22
PGE-CSI-07229,22
PGE-CSI-07241,22
PGE-CSI-07257,23
PGE-CSI-68768,23
PGE-CSI-07279,21
PGE-CSI-07285,35
PGE-CSI-43584,22
PGE-CSI-47915,22
PGE-CSI-07332,20
PGE-CSI-33799,23
PGE-CSI-63823,23
PGE-CSI-65810,23
PGE-CSI-07401,30
PGE-CSI-35995,22
PGE-CSI-07438,15
PGE-CSI-45866,23
PGE-CSI-33783,22
PGE-CSI-25045,21
PGE-CSI-07464,18
PGE-CSI-25134,24
PGE-CSI-49863,21
PGE-CSI-36521,26
PGE-CSI-36607,21
PGE-CSI-36798,34
PGE-CSI-40768,26
PGE-CSI-33133,21
PGE-CSI-38421,22
PGE-CSI-25330,21
PGE-CSI-39044,23
PGE-CSI-59319,22
PGE-CSI-25358,17
PGE-CSI-65927,26
PGE-CSI-37635,27
PGE-CSI-42713,27
PGE-CSI-64804,34
PGE-CSI-25442,24
PGE-CSI-00197,22
PGE-CSI-51383,26
PGE-CSI-49665,23
PGE-CSI-25469,18
PGE-CSI-54449,22
PGE-CSI-51167,23
PGE-CSI-07701,8
PGE-CSI-48403,22
PGE-CSI-31302,33
PGE-CSI-56467,18
PGE-CSI-07734,22
PGE-CSI-50254,26
PGE-CSI-25608,22
PGE-CSI-38433,22
PGE-CSI-48145,18
PGE-CSI-25643,24
PGE-CSI-25645,19
PGE-CSI-26401,22
PGE-CSI-25772,18
PGE-CSI-53330,23
PGE-CSI-36944,22
PGE-CSI-54882,20
PGE-CSI-25792,23
PGE-CSI-29670,21
PGE-CSI-61882,23
PGE-CSI-07873,26
PGE-CSI-30480,22
PGE-CSI-61654,23
PGE-CSI-10276,26
PGE-CSI-25929,22
PGE-CSI-55652,23
PGE-CSI-45896,30
PGE-CSI-62874,26
PGE-CSI-51302,20
PGE-CSI-26015,26
PGE-CSI-51506,18
PGE-CSI-10994,24
PGE-CSI-47295,23
PGE-CSI-52095,22
PGE-CSI-26177,26
PGE-CSI-52351,22
PGE-CSI-47642,18
PGE-CSI-63122,26
PGE-CSI-57683,20
PGE-CSI-52099,22
PGE-CSI-26394,25
PGE-CSI-52194,26
PGE-CSI-39740,22
PGE-CSI-61175,20
PGE-CSI-26439,30
PGE-CSI-26492,22
PGE-CSI-55359,22
PGE-CSI-66973,22
PGE-CSI-64539,26
PGE-CSI-37069,27
PGE-CSI-31025,30
PGE-CSI-09878,22
PGE-CSI-26731,22
PGE-CSI-64807,29
PGE-CSI-59142,24
PGE-CSI-47303,23
PGE-CSI-59907,22
PGE-CSI-63411,22
PGE-CSI-33025,26
PGE-CSI-26973,27
PGE-CSI-61189,26
PGE-CSI-60701,22
PGE-CSI-57477,23
PGE-CSI-27129,21
PGE-CSI-27135,21
PGE-CSI-53175,22
PGE-CSI-27150,18
PGE-CSI-65237,23
PGE-CSI-41251,26
PGE-CSI-47599,22
PGE-CSI-08579,22
PGE-CSI-27250,22
PGE-CSI-30774,34
PGE-CSI-27292,22
PGE-CSI-27305,18
PGE-CSI-52097,23
PGE-CSI-57891,21
PGE-CSI-27349,20
PGE-CSI-08645,23
PGE-CSI-65309,28
PGE-CSI-27444,40
PGE-CSI-27459,26
PGE-CSI-53468,18
PGE-CSI-27479,18
PGE-CSI-68008,27
PGE-CSI-53179,22
PGE-CSI-30369,34
PGE-CSI-27666,25
PGE-CSI-27669,26
PGE-CSI-48419,34
PGE-CSI-62185,26
PGE-CSI-50265,23
PGE-CSI-61602,22
PGE-CSI-37261,22
PGE-CSI-27856,34
PGE-CSI-42696,31
PGE-CSI-34662,26
PGE-CSI-08939,20
PGE-CSI-61006,18
PGE-CSI-31224,23
PGE-CSI-08968,25
PGE-CSI-37283,19
PGE-CSI-27978,22
PGE-CSI-27980,20
PGE-CSI-59628,22
PGE-CSI-52145,18
PGE-CSI-57892,23
PGE-CSI-28250,31
PGE-CSI-41765,27
PGE-CSI-41255,22
PGE-CSI-09139,34
PGE-CSI-29565,22
PGE-CSI-52211,26
PGE-CSI-28339,34
PGE-CSI-28346,30
PGE-CSI-49898,18
PGE-CSI-31738,20
PGE-CSI-69145,22
PGE-CSI-64995,16
PGE-CSI-69208,22
PGE-CSI-69626,18
PGE-CSI-69177,22
PGE-CSI-69302,18
PGE-CSI-69760,20
PGE-CSI-28450,22
PGE-CSI-28452,30
PGE-CSI-28466,26
PGE-CSI-53822,27
PGE-CSI-52749,21
PGE-CSI-28495,23
PGE-CSI-65291,23
PGE-CSI-28507,22
PGE-CSI-28509,45
PGE-CSI-28518,22
PGE-CSI-28519,22
PGE-CSI-09265,22
PGE-CSI-28529,18
PGE-CSI-67022,24
PGE-CSI-45149,22
PGE-CSI-09306,30
PGE-CSI-55408,23
PGE-CSI-50853,23
PGE-CSI-41261,24
PGE-CSI-28684,24
PGE-CSI-53476,28
PGE-CSI-40766,22
PGE-CSI-66795,22
PGE-CSI-29969,30
PGE-CSI-46678,18
PGE-CSI-46693,26
PGE-CSI-63515,17
PGE-CSI-46978,25
PGE-CSI-59567,33
PGE-CSI-47746,23
PGE-CSI-28997,23
PGE-CSI-09518,30
PGE-CSI-54292,22
PGE-CSI-55339,28
PGE-CSI-65317,18
PGE-CSI-66696,22
PGE-CSI-56805,24
PGE-CSI-57108,23
PGE-CSI-57242,25
PGE-CSI-57286,0
PGE-CSI-46172,26
PGE-CSI-66002,23
PGE-CSI-59674,22
PGE-CSI-65321,23
PGE-CSI-60285,27
PGE-CSI-67659,23
PGE-CSI-60512,22
PGE-CSI-42845,26
PGE-CSI-62281,23
PGE-CSI-66462,21
PGE-CSI-66578,22
PGE-CSI-41545,18
PGE-CSI-37536,22
PGE-CSI-37310,19
PGE-CSI-37299,21
PGE-CSI-43360,26
PGE-CSI-50886,22
PGE-CSI-44372,18
PGE-CSI-68042,18
PGE-CSI-61009,21
PGE-CSI-41309,22
PGE-CSI-31116,24
PGE-CSI-60325,22
PGE-CSI-50703,22
PGE-CSI-56710,23
PGE-CSI-38427,22
PGE-CSI-62729,34
PGE-CSI-42024,27
PGE-CSI-57910,19
PGE-CSI-45860,23
PGE-CSI-53503,30
PGE-CSI-46743,23
PGE-CSI-46025,36
PGE-CSI-37755,36
PGE-CSI-59367,26
PGE-CSI-58543,32
PGE-CSI-48956,27
PGE-CSI-47766,22
PGE-CSI-53225,25
PGE-CSI-49034,22
PGE-CSI-51323,21
PGE-CSI-61241,18
PGE-CSI-57582,22
PGE-CSI-62222,20
PGE-CSI-45596,34
PGE-CSI-43337,27
PGE-CSI-41105,5
PGE-CSI-32648,19
PGE-CSI-52878,30
PGE-CSI-65425,30
PGE-CSI-51821,29
PGE-CSI-46408,22
PGE-CSI-55809,22
PGE-CSI-11592,18
PGE-CSI-45197,22
PGE-CSI-55874,18
PGE-CSI-68693,27
PGE-CSI-33264,23
PGE-CSI-29982,19
PGE-CSI-47242,22
PGE-CSI-44756,25
PGE-CSI-42027,34
PGE-CSI-42151,14
PGE-CSI-56896,23
PGE-CSI-61989,22
PGE-CSI-36372,23
PGE-CSI-43032,22
PGE-CSI-44214,23
PGE-CSI-44538,18
PGE-CSI-36108,40
PGE-CSI-62645,14
PGE-CSI-44289,24
PGE-CSI-10322,22
PGE-CSI-49116,21
PGE-CSI-30558,17
PGE-CSI-61999,18
PGE-CSI-33525,22
PGE-CSI-46782,22
PGE-CSI-45614,18
PGE-CSI-34041,30
PGE-CSI-59060,18
PGE-CSI-48059,27
PGE-CSI-46446,17
PGE-CSI-40161,27
PGE-CSI-31314,22
PGE-CSI-49105,21
PGE-CSI-33935,20
PGE-CSI-12052,23
PGE-CSI-47534,26
PGE-CSI-57013,24
PGE-CSI-43235,26
PGE-CSI-48955,23
PGE-CSI-34155,26
PGE-CSI-56587,23
PGE-CSI-39691,25
PGE-CSI-37986,22
PGE-CSI-50726,15
PGE-CSI-65472,23
PGE-CSI-29270,18
PGE-CSI-47783,28
PGE-CSI-42664,22
PGE-CSI-55711,23
PGE-CSI-63325,18
PGE-CSI-41032,22
PGE-CSI-32598,18
PGE-CSI-36457,27
PGE-CSI-43034,30
PGE-CSI-55816,34
PGE-CSI-46040,26
PGE-CSI-47034,22
PGE-CSI-47543,22
PGE-CSI-45432,26
PGE-CSI-62005,27
PGE-CSI-13218,23
PGE-CSI-65486,23
PGE-CSI-13264,19
PGE-CSI-11784,20
PGE-CSI-36720,22
PGE-CSI-51697,18
PGE-CSI-67173,27
PGE-CSI-46044,25
PGE-CSI-52224,18
PGE-CSI-58161,30
PGE-CSI-54391,22
PGE-CSI-45921,19
PGE-CSI-13440,20
PGE-CSI-39136,26
PGE-CSI-53525,27
PGE-CSI-62748,23
PGE-CSI-46488,26
PGE-CSI-47747,27
PGE-CSI-14707,27
PGE-CSI-15332,22
PGE-CSI-41355,12
PGE-CSI-15796,23
PGE-CSI-62007,30
PGE-CSI-45635,26
PGE-CSI-39179,26
PGE-CSI-13753,22
PGE-CSI-41362,18
PGE-CSI-52004,23
PGE-CSI-17600,22
PGE-CSI-46502,28
PGE-CSI-32756,24
PGE-CSI-01850,30
PGE-CSI-14175,22
PGE-CSI-65524,15
PGE-CSI-14252,25
PGE-CSI-56589,30
PGE-CSI-32591,26
PGE-CSI-62023,14
PGE-CSI-39138,22
PGE-CSI-57035,22
PGE-CSI-62768,22
PGE-CSI-32154,32
PGE-CSI-29112,15
PGE-CSI-29795,30
PGE-CSI-40448,21
PGE-CSI-32588,22
PGE-CSI-42921,18
PGE-CSI-40767,26
PGE-CSI-61493,18
PGE-CSI-14565,22
PGE-CSI-02058,22
PGE-CSI-42155,18
PGE-CSI-14633,22
PGE-CSI-32155,18
PGE-CSI-58184,14
PGE-CSI-56898,18
PGE-CSI-56430,22
PGE-CSI-14690,27
PGE-CSI-63568,22
PGE-CSI-14901,20
PGE-CSI-14921,20
PGE-CSI-67245,23
PGE-CSI-42822,22
PGE-CSI-59675,22
PGE-CSI-66141,22
PGE-CSI-31430,22
PGE-CSI-43146,23
PGE-CSI-37425,23
PGE-CSI-58435,22
PGE-CSI-02380,36
PGE-CSI-49490,22
PGE-CSI-50219,20
PGE-CSI-32171,18
PGE-CSI-29266,26
PGE-CSI-62787,18
PGE-CSI-02480,22
PGE-CSI-33805,23
PGE-CSI-62788,19
PGE-CSI-54398,26
PGE-CSI-15570,22
PGE-CSI-38924,30
PGE-CSI-46024,26
PGE-CSI-52987,18
PGE-CSI-02594,30
PGE-CSI-02596,28
PGE-CSI-15692,24
PGE-CSI-15791,21
PGE-CSI-32575,14
PGE-CSI-62041,18
PGE-CSI-02700,21
PGE-CSI-02715,20
PGE-CSI-11598,38
PGE-CSI-15944,26
PGE-CSI-37167,18
PGE-CSI-00955,22
PGE-CSI-55178,23
PGE-CSI-16124,30
PGE-CSI-16129,34
PGE-CSI-51174,22
PGE-CSI-64747,27
PGE-CSI-49279,22
PGE-CSI-02883,18
PGE-CSI-16289,26
PGE-CSI-60584,24
PGE-CSI-16374,30
PGE-CSI-49420,16
PGE-CSI-16401,26
PGE-CSI-66576,22
PGE-CSI-11649,30
PGE-CSI-43892,22
PGE-CSI-16605,26
PGE-CSI-51298,26
PGE-CSI-66555,27
PGE-CSI-47157,26
PGE-CSI-03081,18
PGE-CSI-48556,21
PGE-CSI-34518,17
PGE-CSI-61022,22
PGE-CSI-60994,30
PGE-CSI-16753,22
PGE-CSI-16754,22
PGE-CSI-50098,22
PGE-CSI-56702,23
PGE-CSI-10656,23
PGE-CSI-56613,22
PGE-CSI-03185,22
PGE-CSI-53262,22
PGE-CSI-29373,30
PGE-CSI-67955,22
PGE-CSI-40688,30
PGE-CSI-40024,22
PGE-CSI-29152,22
PGE-CSI-36475,16
PGE-CSI-64062,22
PGE-CSI-03387,23
PGE-CSI-67275,26
PGE-CSI-30242,19
PGE-CSI-03481,17
PGE-CSI-48363,24
PGE-CSI-04403,16
PGE-CSI-38983,30
PGE-CSI-17577,30
PGE-CSI-65599,23
PGE-CSI-17638,24
PGE-CSI-03594,22
PGE-CSI-57391,18
PGE-CSI-63630,18
PGE-CSI-50497,23
PGE-CSI-17681,18
PGE-CSI-17685,18
PGE-CSI-29550,26
PGE-CSI-17729,22
PGE-CSI-42190,34
PGE-CSI-17768,26
PGE-CSI-68560,26
PGE-CSI-62268,30
PGE-CSI-65086,23
PGE-CSI-62267,25
PGE-CSI-17902,26
PGE-CSI-56831,23
PGE-CSI-31518,22
PGE-CSI-58469,18
PGE-CSI-56914,27
PGE-CSI-03844,18
PGE-CSI-48990,26
PGE-CSI-44997,24
PGE-CSI-34893,22
PGE-CSI-18248,18
PGE-CSI-18266,27
PGE-CSI-31648,24
PGE-CSI-18321,12
PGE-CSI-61679,20
PGE-CSI-48235,21
PGE-CSI-59689,19
PGE-CSI-40153,45
PGE-CSI-60868,23
PGE-CSI-46556,9
PGE-CSI-18654,20
PGE-CSI-18698,18
PGE-CSI-45252,27
PGE-CSI-32143,18
PGE-CSI-57404,20
PGE-CSI-35955,22
PGE-CSI-18820,26
PGE-CSI-18845,24
PGE-CSI-37462,23
PGE-CSI-65618,26
PGE-CSI-67969,27
PGE-CSI-04282,26
PGE-CSI-32434,15
PGE-CSI-18949,26
PGE-CSI-42676,22
PGE-CSI-18966,22
PGE-CSI-44137,25
PGE-CSI-51364,34
PGE-CSI-19048,21
PGE-CSI-19049,25
PGE-CSI-04339,30
PGE-CSI-19089,18
PGE-CSI-12228,23
PGE-CSI-44786,18
PGE-CSI-32424,21
PGE-CSI-53719,26
PGE-CSI-38380,18
PGE-CSI-68217,27
PGE-CSI-57427,45
PGE-CSI-56658,22
PGE-CSI-46700,22
PGE-CSI-50072,21
PGE-CSI-41896,18
PGE-CSI-09884,22
PGE-CSI-10053,28
PGE-CSI-42342,18
PGE-CSI-40009,26
PGE-CSI-04611,20
PGE-CSI-32659,27
PGE-CSI-04655,22
PGE-CSI-04657,22
PGE-CSI-04659,22
PGE-CSI-55258,22
PGE-CSI-61363,23
PGE-CSI-04688,5
PGE-CSI-10991,21
PGE-CSI-53284,22
PGE-CSI-30113,18
PGE-CSI-34132,21
PGE-CSI-32547,30
PGE-CSI-38149,23
PGE-CSI-32074,23
PGE-CSI-42333,18
PGE-CSI-04850,38
PGE-CSI-49747,22
PGE-CSI-29999,21
PGE-CSI-37480,26
PGE-CSI-49746,22
PGE-CSI-67352,30
PGE-CSI-20113,26
PGE-CSI-20138,24
PGE-CSI-04952,25
PGE-CSI-04955,15
PGE-CSI-04957,15
PGE-CSI-50083,18
PGE-CSI-48076,18
PGE-CSI-20267,30
PGE-CSI-20322,26
PGE-CSI-49919,26
PGE-CSI-32687,34
PGE-CSI-05126,20
PGE-CSI-52176,19
PGE-CSI-20538,26
PGE-CSI-38507,18
PGE-CSI-32071,15
PGE-CSI-20731,18
PGE-CSI-20748,18
PGE-CSI-20787,25
PGE-CSI-66327,18
PGE-CSI-20794,19
PGE-CSI-66293,40
PGE-CSI-62662,25
PGE-CSI-42828,25
PGE-CSI-20913,17
PGE-CSI-05321,45
PGE-CSI-32233,26
PGE-CSI-42013,21
PGE-CSI-21048,24
PGE-CSI-42012,26
PGE-CSI-60074,22
PGE-CSI-21195,21
PGE-CSI-44490,23
PGE-CSI-48844,26
PGE-CSI-57433,27
PGE-CSI-49906,30
PGE-CSI-38888,18
PGE-CSI-59275,22
PGE-CSI-21312,24
PGE-CSI-21338,24
PGE-CSI-21343,26
PGE-CSI-49423,20
PGE-CSI-21436,25
PGE-CSI-51470,30
PGE-CSI-51043,22
PGE-CSI-46596,20
PGE-CSI-50100,22
PGE-CSI-50096,24
PGE-CSI-38282,26
PGE-CSI-63662,22
PGE-CSI-64333,22
PGE-CSI-40415,10
PGE-CSI-21872,24
PGE-CSI-55308,22
PGE-CSI-61388,23
PGE-CSI-35241,27
PGE-CSI-35309,22
PGE-CSI-40905,23
PGE-CSI-37037,30
PGE-CSI-22039,18
PGE-CSI-22100,19
PGE-CSI-31042,22
PGE-CSI-22154,25
PGE-CSI-35727,18
PGE-CSI-48017,26
PGE-CSI-08000,20
PGE-CSI-40508,25
PGE-CSI-05970,20
PGE-CSI-22244,26
PGE-CSI-49083,26
PGE-CSI-22267,22
PGE-CSI-22295,26
PGE-CSI-56103,22
PGE-CSI-22322,25
PGE-CSI-35033,27
PGE-CSI-36408,18
PGE-CSI-42339,19
PGE-CSI-22375,20
PGE-CSI-56850,22
PGE-CSI-32386,22
PGE-CSI-22447,30
PGE-CSI-22450,34
PGE-CSI-22466,19
PGE-CSI-68243,24
PGE-CSI-45383,20
PGE-CSI-63307,33
PGE-CSI-22534,15
PGE-CSI-22540,19
PGE-CSI-34404,22
PGE-CSI-43827,21
PGE-CSI-36659,26
PGE-CSI-46928,22
PGE-CSI-22586,24
PGE-CSI-22587,24
PGE-CSI-32714,26
PGE-CSI-22607,34
PGE-CSI-22634,22
PGE-CSI-31205,26
PGE-CSI-51163,22
PGE-CSI-22742,18
PGE-CSI-67413,23
PGE-CSI-22785,20
PGE-CSI-45030,18
PGE-CSI-06297,27
PGE-CSI-64506,18
PGE-CSI-33599,24
PGE-CSI-49185,23
PGE-CSI-35595,21
PGE-CSI-22909,26
PGE-CSI-34109,22
PGE-CSI-42807,23
PGE-CSI-06392,27
PGE-CSI-06407,23
PGE-CSI-56931,30
PGE-CSI-41141,22
PGE-CSI-23142,34
PGE-CSI-63724,26
PGE-CSI-40079,22
PGE-CSI-66335,22
PGE-CSI-42359,22
PGE-CSI-35548,19
PGE-CSI-23212,28
PGE-CSI-40081,24
PGE-CSI-62912,18
PGE-CSI-06591,18
PGE-CSI-36066,22
PGE-CSI-54134,19
PGE-CSI-53592,36
PGE-CSI-23511,22
PGE-CSI-23512,26
PGE-CSI-23531,22
PGE-CSI-68244,24
PGE-CSI-42020,30
PGE-CSI-23619,20
PGE-CSI-23588,23
PGE-CSI-62376,17
PGE-CSI-35090,22
PGE-CSI-23683,18
PGE-CSI-23687,28
PGE-CSI-23700,30
PGE-CSI-23708,30
PGE-CSI-41067,23
PGE-CSI-47641,34
PGE-CSI-23797,24
PGE-CSI-36474,18
PGE-CSI-23820,26
PGE-CSI-62144,30
PGE-CSI-23845,27
PGE-CSI-50794,23
PGE-CSI-23867,21
PGE-CSI-23950,27
PGE-CSI-12448,15
PGE-CSI-23993,24
PGE-CSI-66909,23
PGE-CSI-59122,16
PGE-CSI-24045,22
PGE-CSI-24064,18
PGE-CSI-64926,26
PGE-CSI-35616,20
PGE-CSI-24089,15
PGE-CSI-49626,23
PGE-CSI-48033,0
PGE-CSI-24307,18
PGE-CSI-46918,22
PGE-CSI-56693,27
PGE-CSI-44153,27
PGE-CSI-40210,24
PGE-CSI-39630,24
PGE-CSI-54268,23
PGE-CSI-35354,22
PGE-CSI-51287,20
PGE-CSI-58611,31
PGE-CSI-35296,22
PGE-CSI-59301,22
PGE-CSI-46922,26
PGE-CSI-38109,22
PGE-CSI-60131,27
PGE-CSI-24652,25
PGE-CSI-24675,26
PGE-CSI-10398,22
PGE-CSI-35667,26
PGE-CSI-24850,26
PGE-CSI-51325,23
PGE-CSI-25021,22
PGE-CSI-43669,18
PGE-CSI-42841,23
PGE-CSI-25160,30
PGE-CSI-58531,20
PGE-CSI-25167,22
PGE-CSI-25172,15
PGE-CSI-36674,30
PGE-CSI-37054,30
PGE-CSI-62067,23
PGE-CSI-37049,27
PGE-CSI-59126,16
PGE-CSI-51743,23
PGE-CSI-25297,22
PGE-CSI-40190,23
PGE-CSI-50490,22
PGE-CSI-25449,30
PGE-CSI-25579,25
PGE-CSI-25582,26
PGE-CSI-25587,23
PGE-CSI-38898,20
PGE-CSI-25695,17
PGE-CSI-33747,22
PGE-CSI-49737,20
PGE-CSI-07877,23
PGE-CSI-40897,30
PGE-CSI-25958,17
PGE-CSI-25988,26
PGE-CSI-26084,27
PGE-CSI-51497,26
PGE-CSI-51758,26
PGE-CSI-08048,19
PGE-CSI-26204,26
PGE-CSI-26208,26
PGE-CSI-30004,16
PGE-CSI-26285,27
PGE-CSI-08107,22
PGE-CSI-26296,26
PGE-CSI-49147,26
PGE-CSI-33178,26
PGE-CSI-43296,23
PGE-CSI-26483,22
PGE-CSI-34269,15
PGE-CSI-26508,25
PGE-CSI-33575,22
PGE-CSI-26686,21
PGE-CSI-60436,20
PGE-CSI-08350,21
PGE-CSI-10539,15
PGE-CSI-68823,21
PGE-CSI-45887,22
PGE-CSI-26880,19
PGE-CSI-50683,26
PGE-CSI-59915,22
PGE-CSI-31690,22
PGE-CSI-51074,23
PGE-CSI-27108,21
PGE-CSI-60663,16
PGE-CSI-27190,22
PGE-CSI-27207,21
PGE-CSI-52411,22
PGE-CSI-27214,22
PGE-CSI-27313,18
PGE-CSI-42379,30
PGE-CSI-27329,26
PGE-CSI-27345,24
PGE-CSI-27354,18
PGE-CSI-27360,22
PGE-CSI-31129,20
PGE-CSI-27397,26
PGE-CSI-08671,20
PGE-CSI-27401,30
PGE-CSI-29622,26
PGE-CSI-50843,22
PGE-CSI-27463,22
PGE-CSI-27470,26
PGE-CSI-36143,34
PGE-CSI-58018,26
PGE-CSI-27507,22
PGE-CSI-27536,26
PGE-CSI-44202,27
PGE-CSI-27560,17
PGE-CSI-08765,22
PGE-CSI-27573,19
PGE-CSI-27657,22
PGE-CSI-27725,22
PGE-CSI-39247,17
PGE-CSI-47625,35
PGE-CSI-27821,22
PGE-CSI-33097,24
PGE-CSI-50849,22
PGE-CSI-27920,18
PGE-CSI-27926,18
PGE-CSI-41509,21
PGE-CSI-51401,22
PGE-CSI-39539,22
PGE-CSI-36547,22
PGE-CSI-35849,26
PGE-CSI-64341,18
PGE-CSI-37926,25
PGE-CSI-47628,18
PGE-CSI-56495,22
PGE-CSI-28248,22
PGE-CSI-28252,22
PGE-CSI-59004,26
PGE-CSI-28334,28
PGE-CSI-39258,28
PGE-CSI-28378,19
PGE-CSI-37934,27
PGE-CSI-69395,26
PGE-CSI-69100,22
PGE-CSI-69126,26
PGE-CSI-69230,23
PGE-CSI-69368,24
PGE-CSI-69639,18
PGE-CSI-69661,12
PGE-CSI-69103,21
PGE-CSI-69474,22
PGE-CSI-70537,5
PGE-CSI-69284,22
PGE-CSI-70334,5
PGE-CSI-28562,22
PGE-CSI-09287,21
PGE-CSI-28599,24
PGE-CSI-28617,24
PGE-CSI-09320,18
PGE-CSI-09321,22
PGE-CSI-36826,21
PGE-CSI-28673,21
PGE-CSI-28674,21
PGE-CSI-28688,26
PGE-CSI-28693,21
PGE-CSI-28696,21
PGE-CSI-46324,27
PGE-CSI-12494,23
PGE-CSI-30429,18
PGE-CSI-54966,20
PGE-CSI-54964,22
PGE-CSI-55064,27
PGE-CSI-55351,22
PGE-CSI-56965,22
PGE-CSI-60399,18
PGE-CSI-60615,12
PGE-CSI-61875,40
PGE-CSI-62206,20
PGE-CSI-67067,22
PGE-CSI-63768,23
PGE-CSI-66017,27
PGE-CSI-66378,23
PGE-CSI-67908,19
PGE-CSI-42901,26
PGE-CSI-50887,23
PGE-CSI-58372,23
PGE-CSI-37317,24
PGE-CSI-42055,26
PGE-CSI-48442,22
PGE-CSI-50883,20
PGE-CSI-51537,24
PGE-CSI-40790,18
PGE-CSI-41814,18
PGE-CSI-68048,27
PGE-CSI-36351,30
PGE-CSI-56414,22
PGE-CSI-38912,22
PGE-CSI-46212,26
PGE-CSI-57480,26
PGE-CSI-10744,25
PGE-CSI-51814,19
PGE-CSI-40797,23
PGE-CSI-45873,23
PGE-CSI-30272,30
PGE-CSI-67701,18
PGE-CSI-60334,26
PGE-CSI-39302,23
PGE-CSI-43901,23
PGE-CSI-44895,22
PGE-CSI-67949,30
PGE-CSI-42893,23
PGE-CSI-30322,24
PGE-CSI-43326,22
PGE-CSI-49107,21
PGE-CSI-35937,23
PGE-CSI-37353,25
PGE-CSI-41567,30
PGE-CSI-53885,22
PGE-CSI-50900,23
PGE-CSI-30180,27
PGE-CSI-68328,26
PGE-CSI-44909,30
PGE-CSI-10870,30
PGE-CSI-37565,19
PGE-CSI-53239,26
PGE-CSI-44763,23
PGE-CSI-40656,23
PGE-CSI-38707,23
PGE-CSI-44755,22
PGE-CSI-48746,20
PGE-CSI-30830,17
PGE-CSI-43400,30
PGE-CSI-49247,22
PGE-CSI-35981,22
PGE-CSI-31729,21
PGE-CSI-51840,20
PGE-CSI-34399,20
PGE-CSI-55460,23
PGE-CSI-51839,25
PGE-CSI-47753,19
PGE-CSI-42145,26
PGE-CSI-57008,24
PGE-CSI-61267,18
PGE-CSI-59183,21
PGE-CSI-32468,22
PGE-CSI-51686,23
PGE-CSI-48495,15
PGE-CSI-44605,25
PGE-CSI-12439,26
PGE-CSI-49991,34
PGE-CSI-49993,32
PGE-CSI-46242,22
PGE-CSI-39888,16
PGE-CSI-49373,22
PGE-CSI-11562,22
PGE-CSI-53247,22
PGE-CSI-32339,24
PGE-CSI-54563,27
PGE-CSI-40564,21
PGE-CSI-52499,22
PGE-CSI-01537,30
PGE-CSI-13469,23
PGE-CSI-59752,23
PGE-CSI-29326,26
PGE-CSI-13793,18
PGE-CSI-61017,22
PGE-CSI-18970,26
PGE-CSI-57041,14
PGE-CSI-32594,23
PGE-CSI-46492,19
PGE-CSI-29742,24
PGE-CSI-01862,22
PGE-CSI-48078,26
PGE-CSI-43941,22
PGE-CSI-64423,18
PGE-CSI-01922,20
PGE-CSI-40256,20
PGE-CSI-34361,18
PGE-CSI-56899,22
PGE-CSI-56897,30
PGE-CSI-41085,22
PGE-CSI-47551,18
